ID,UUID,SECURITY_CODE,SECURITY_NAME,ACCOUNTING_YEAR,DATA_YEAR,IS_DELETE,CONTEXTREF,CREATETIME,REPORT_TYPE,STAMP,PAGE_INDEX,SOURCE_URL,PRME00000M,PRME00010M,PRME00020M,PRME00030M,PRME00040M,PRME00050M,PRME00060M,PRME00070M,PRME00080M,PRME00090M,PRME00100M,PRME00110M,PRME00120M,PRME00130M,PRME00140M,PRME00150M,PRME00160M,PRME00170M,PRME00180M,PRME00190M,PRME00200M,PRME00210M,PRME00220M,PRME00230M,PRME00240M,PRME00250M,PRME00260M,PRME00270M,PRME00280M,PRME00290M,PRME00300M,PRME00310M,PRME00320M,PRME00330M,PRME00340M,PRME00350M,PRME00360M,PRME00370M,PRME00380M,PRME00390M,PRME00400M,PRME00410M,PRME00420M,PRME00430M,PRME00440M,PRME00450M,PRME00460M,PRME00470M,PRME00480M,PRME00490M,PRME00500M,PRME00510M,PRME00520M,PRME00530M,PRME00540M,PRME00550M,PRME00560M,PRME00570M,PRME00580M,PRME00590M,PRME00600M,PRME00610M,PRME00620M,PRME00630M,PRME00640M,PRME00650M,PRME00660M,PRME00670M,PRME00680M,PRME00690M,PRME00700M,PRME00710M,PRME00720M,PRME00730M,PRME00740M,PRME00750M,PRME00760M,PRME00770M,PRME00780M,PRME00790M,PRME00800M,PRME00810M,PRME00820M,PRME00830M,PRME00840M,PRME00850M,PRME00860M,PRME00870M,PRME00880M,PRME00890M,PRME00900M,PRME00910M,PRME00920M,PRME00930M,PRME00940M,PRME00950M,PRME00960M,PRME00970M,PRME00980M,PRME00990M,PRME01000M,PRME01010M,PRME01020M,PRME01030M,PRME01040M,PRME01050M,PRME01060M,PRME01070M,PRME01080M,PRME01090M,PRME01100M,PRME01110M,PRME01120M,PRME01130M,PRME01140M,PRME01150M,PRME01160M,PRME01170M,PRME01180M,PRME01190M,PRME01200M,PRME01210M,PRME01220M,PRME01230M,PRME01240M,PRME01250M,PRME01260M,PRME01270M,PRME01280M,PRME01290M,PRME01300M,PRME01310M,PRME01320M,PRME01330M,PRME01340M,PRME01350M,PRME01360M,PRME01370M,PRME01380M,PRME01390M,PRME01400M
38686,6e33adf2f4fe5ddfa7392c6cfa7b7e5f,430015,盖特佳,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/27,年度报告,2019/2/27,39,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524818295_989015.pdf,,15187395.6,15187395.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16755311.02,7718200.73,,,,,,,,,,,,,,,,,,,,,,54115.12,,,835253.77,7832170.48,,,-200.77,,315771.69,,,,,,,,,,,,-1567915.42,6978.57,,,,,,10770.34,,,,-1571707.19,380847.26,,-1952554.45,,1,-1952554.45,,1,367236.53,-2319790.98,,,,,,,,,,,,,,,,,,-1952554.45,-2319790.98,,367236.53,1,-0.05,-0.05,
115025,6e33adf2f4fe5ddfa7392c6cfa7b7e5f,430015,盖特佳,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/27,年度报告,2019/2/28,41,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524818295_989015.pdf,,4056132.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708805.36,,,,,,,,,,,,,,,,,,,,,,,19104.13,,,294797.36,3271771.76,,,7584.49,,627007.39,,,,,,,,,,,,-872938.48,6666.57,,,,,,5607.02,,,,-871878.93,43794.3,,-915673.23,,,-915673.23,,,,,,,,,,,,,,,,,,,,,,-915673.23,,,,1,,,
115026,6e33adf2f4fe5ddfa7392c6cfa7b7e5f,430015,盖特佳,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/27,年度报告,2019/2/28,41,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524818295_989015.pdf,,5520471.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662009.72,,,,,,,,,,,,,,,,,,,,,,,30091.7,,,835253.77,5253504.88,,,-1312.29,,258557.68,,,,,,,,,,,,-2517633.86,5840.55,,,,,,10733.75,,,,-2522527.06,85160.08,,-2607687.14,,,-2607687.14,,,,,,,,,,,,,,,,,,,,,,-2607687.14,,,,1,,,
48543,493a8eade2045cd9bf996a5579588239,430016,胜龙科技,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/6/29,年度报告,2019/2/27,38,http://www.neeq.com.cn/disclosure/2018/2018-06-29/1530273506_540167.pdf,,5513006.04,5513006.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13923991.44,3878978.53,,,,,,,,,,,,,,,,,,,,,,40742.48,,,1383579.47,3592398.72,,,357327.78,,4670964.46,,,,,,,,,,,,-8410985.4,,,,,,,4197.98,,,,-8415183.38,-0.01,,-8415183.37,,1,-8415183.37,,1,,-8415183.37,,,,,,,,,,,,,,,,,,-8415183.37,,,,1,-0.26,-0.26,
48544,493a8eade2045cd9bf996a5579588239,430016,胜龙科技,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/6/29,年度报告,2019/2/27,38,http://www.neeq.com.cn/disclosure/2018/2018-06-29/1530273506_540167.pdf,,11798154.61,11798154.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19573928.86,9552737.22,,,,,,,,,,,,,,,,,,,,,,22172.97,,,2135708.45,4509778.91,,,345998.6,,3007532.71,,,,,,,,,,,,-7775774.25,788867.21,,,,,,72322.25,,,,-7059229.29,,,-7059229.29,,1,-7059229.29,,1,,-7059229.29,,,,,,,,,,,,,,,,,,-7059229.29,,,,1,-0.22,-0.22,
83503,ccd657e9926555fba180711d8c12c4bd,430017,星昊医药,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/26,年度报告,2019/2/27,43,http://www.neeq.com.cn/disclosure/2018/2018-04-26/1524734913_074151.pdf,,154329220.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50889203.23,,,,,,,,,,,,,,,,,,,,,,,2113399.23,,,55379637.06,30074154,,,-32775.41,,-33540.93,,,,,,1090143.05,,-5284.58,,,,17024001.36,290425.54,,,,,,16952.51,,,,17297474.39,1112561.93,,16184912.46,,,16184912.46,,,,,,,,,,,,,,,,,,,,,,16184912.46,,,,1,,,
83504,ccd657e9926555fba180711d8c12c4bd,430017,星昊医药,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/26,年度报告,2019/2/27,43,http://www.neeq.com.cn/disclosure/2018/2018-04-26/1524734913_074151.pdf,,192257344.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51576238.65,,,,,,,,,,,,,,,,,,,,,,,2810407.61,,,56584449.65,38848553.72,,,-43696.31,,-130745.15,,,,,,184166.67,,,,,,42796302.82,87527.86,,,,,,1150602.61,,,,41733228.07,5507869.49,,36225358.58,,,36225358.58,,,,,,,,,,,,,,,,,,,,,,36225358.58,,,,1,,,
13749,ccd657e9926555fba180711d8c12c4bd,430017,星昊医药,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/26,年度报告,2019/2/27,41,http://www.neeq.com.cn/disclosure/2018/2018-04-26/1524734913_074151.pdf,,325948369.2,325948369.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279972424.3,92589115.98,,,,,,,,,,,,,,,,,,,,,,5496479.77,,,119835942,60792750.26,,,-90925.28,,1349061.59,,,,,,4967275.37,-25952.84,-137239.17,,,3572740.2,54378721.34,417593.56,,,,,,489881.07,,,,54306433.83,5976389.19,,48330044.64,,1,48330044.64,,1,8449.91,48321594.73,,,,,,,,,,,,,,,,,,48330044.64,48321594.73,,8449.91,1,0.53,0.53,
13750,ccd657e9926555fba180711d8c12c4bd,430017,星昊医药,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/26,年度报告,2019/2/27,41,http://www.neeq.com.cn/disclosure/2018/2018-04-26/1524734913_074151.pdf,,298363314.3,298363314.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258529259.4,91390969.57,,,,,,,,,,,,,,,,,,,,,,5161441.38,,,101876901.5,58739620.35,,,-256412.83,,1616739.39,,,,,,6224875.02,,,,,,46058929.96,8610395.89,,,,,,1296379.57,,,,53372946.28,6813323.78,,46559622.5,,1,46559622.5,,1,-173078.18,46732700.68,,,,,,,,,,,,,,,,,,46559622.5,46732700.68,,-173078.18,1,0.51,0.51,
59805,1e4498584ade5aba90f5817002856138,430019,新松佳和,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/3/23,年度报告,2019/2/27,41,http://www.neeq.com.cn/disclosure/2018/2018-03-23/1521791229_660583.pdf,,162821422.5,162821422.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139242644.8,97311477.34,,,,,,,,,,,,,,,,,,,,,,1942143.99,,,1941152.51,35675487.23,,,226247.39,,2146136.3,,,,,,,,2769.78,,,1500000,25081547.51,45760.34,,,,,,,,,,25127307.85,3822619.43,,21304688.42,,1,21304688.42,,1,,21304688.42,,,,,,,,,,,,,,,,,,,21304688.42,,,1,0.77,,
59806,1e4498584ade5aba90f5817002856138,430019,新松佳和,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/3/23,年度报告,2019/2/27,41,http://www.neeq.com.cn/disclosure/2018/2018-03-23/1521791229_660583.pdf,,165049082.3,165049082.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148144049.4,111733266.2,,,,,,,,,,,,,,,,,,,,,,1149187.49,,,2208804.9,29007729.29,,,1228847.39,,2816214.12,,,,,,,,43141.52,,,,16948174.43,5786308.14,,,,,,,,,,22734482.57,3448001.48,,19286481.09,,1,19286481.09,,1,,19286481.09,,,,,,,,,,,,,,,,,,,19286481.09,,,1,0.7,,
18213,bbd78dc7d8165a60ac40e8bc58a96611,430020,建工华创,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/26,年度报告,2019/2/27,36,http://www.neeq.com.cn/disclosure/2018/2018-04-26/1524742774_608683.pdf,,13208168.47,13208168.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11083840.51,645305.34,,,,,,,,,,,,,,,,,,,,,,167830.52,,,419677.64,9424324.73,,,421535.55,,5166.73,,,,,,-23950.85,,,,,399408.66,2499785.77,24783,,,,,,432251.94,,,,2092316.83,,,2092316.83,,1,2092316.83,,1,-934944.92,3027261.75,,,,,,,,,,,,,,,,,,2092316.83,3027261.75,,-934944.92,1,0.07,0.07,
18214,bbd78dc7d8165a60ac40e8bc58a96611,430020,建工华创,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/26,年度报告,2019/2/27,36,http://www.neeq.com.cn/disclosure/2018/2018-04-26/1524742774_608683.pdf,,5555642.08,5555642.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14334104.2,2763944.34,,,,,,,,,,,,,,,,,,,,,,119008.26,,,1028713.5,9284774,,,409516.97,,728147.13,,,,,,,,,,,,-8778462.12,744144.1,,,,,,10000,,,,-8044318.02,,,-8044318.02,,1,,,1,-77127.2,-7967190.82,,,,,,,,,,,,,,,,,,-8044318.02,-7967190.82,,-77127.2,1,-0.19,-0.19,
89145,bbd78dc7d8165a60ac40e8bc58a96611,430020,建工华创,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/26,年度报告,2019/2/27,38,http://www.neeq.com.cn/disclosure/2018/2018-04-26/1524742774_608683.pdf,,13208168.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645608.94,,,,,,,,,,,,,,,,,,,,,,,156128.57,,,315408.89,6852125.29,,,417967.41,,1524953.6,,,,,,-23950.85,,,,,300408.66,3572433.58,24783,,,,,,,,,,3597216.58,,,3597216.58,,,,,,,,,,,,,,,,,,,,,,,,,3597216.58,,,,1,0.09,0.09,
89146,bbd78dc7d8165a60ac40e8bc58a96611,430020,建工华创,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/26,年度报告,2019/2/27,38,http://www.neeq.com.cn/disclosure/2018/2018-04-26/1524742774_608683.pdf,,3482020.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2583690.46,,,,,,,,,,,,,,,,,,,,,,,119008.26,,,747296.92,5853669.05,,,405241.74,,536590.29,,,,,,,,,,,,-6763476.07,143203.73,,,,,,10000,,,,-6630272.34,,,-6630272.34,,,,,,,,,,,,,,,,,,,,,,,,,-6630272.34,,,,1,-0.16,-0.16,
27045,9a7fd50d8cc952a783ad9a008ef97745,430021,海鑫科金,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/13,年度报告,2019/2/27,58,http://www.neeq.com.cn/disclosure/2018/2018-04-13/1523605554_344842.pdf,,497912360.7,497912360.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703671561.9,173445768.9,,,,,,,,,,,,,,,,,,,,,,5727071.33,,,187248664,272711586.2,,,936243.06,,63602228.31,,,,,,-15341731.79,,13341875.77,,,45227141.11,-162531916.1,3465062.61,,,,,,6667384.11,,,,-165734237.6,-4879800.97,,-160854436.7,-160854436.7,1,-160854436.7,,1,-10914137.78,-149940298.9,,,,,,,,,,,,,,,,,,-160854436.7,-149940298.9,,-10914137.78,1,-0.79,-0.79,
27046,9a7fd50d8cc952a783ad9a008ef97745,430021,海鑫科金,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/13,年度报告,2019/2/27,58,http://www.neeq.com.cn/disclosure/2018/2018-04-13/1523605554_344842.pdf,,616219458.2,616219458.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665418850.3,229024810.1,,,,,,,,,,,,,,,,,,,,,,8428726.62,,,163858623,251160774.7,,,-1015014.26,,13960930.17,,,,,,-228693.1,,-89909.47,,,,-49517994.72,61374639.71,,,,,,525752.62,,,,11330892.37,-3024222.47,,14355114.84,14355114.84,1,14355114.84,,1,211233.54,14143881.3,,,,,,,,,,,,,,,,,,14355114.84,14143881.3,,211233.54,1,0.07,0.07,
100331,9a7fd50d8cc952a783ad9a008ef97745,430021,海鑫科金,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/13,年度报告,2019/2/28,60,http://www.neeq.com.cn/disclosure/2018/2018-04-13/1523605554_344842.pdf,,294487318.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125782183.3,,,,,,,,,,,,,,,,,,,,,,,2652405.14,,,82495721.53,133677847.4,,,-131234.19,,30871290.54,,,,,,-13759145.97,,121523.42,,,22944899.91,-71553617.51,3341090.71,,,,,,108725,,,,-68321251.8,-10668410.8,,-57652841,,,-57652841,,,,,,,,,,,,,,,,,,,,,,-57652841,,,,1,,,
100332,9a7fd50d8cc952a783ad9a008ef97745,430021,海鑫科金,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/13,年度报告,2019/2/28,60,http://www.neeq.com.cn/disclosure/2018/2018-04-13/1523605554_344842.pdf,,349776510.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154571494.3,,,,,,,,,,,,,,,,,,,,,,,4701600.3,,,68742106.05,110492337.3,,,-2300113.06,,22480098.36,,,,,,-698463.88,,,,,,-9609476.63,38367420.49,,,,,,,,,,28757943.86,743633.45,,28014310.41,,,28014310.41,,,,,,,,,,,,,,,,,,,,,,28014310.41,,,,1,,,
7975,e2cca06df541571189c27ceb13112584,430022,五岳鑫,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/26,年度报告,2019/2/27,34,http://www.neeq.com.cn/disclosure/2018/2018-04-26/1524742755_735458.pdf,,37823927.51,37823927.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37898661.29,9155750.28,,,,,,,,,,,,,,,,,,,,,,419702.63,,,3580688.64,24882652.98,,,-56089.6,,-84043.64,,,,,,1333018.53,,,,,575574.54,1833859.29,,,,,,,,,,,1833859.29,-737195.05,,2571054.34,,1,2571054.34,,1,,2571054.34,,,,,,,,,,,,,,,,,,2571054.34,2571054.34,,,1,0.05,0.05,
7976,e2cca06df541571189c27ceb13112584,430022,五岳鑫,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/26,年度报告,2019/2/27,34,http://www.neeq.com.cn/disclosure/2018/2018-04-26/1524742755_735458.pdf,,57361470.91,57361470.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45648214.81,17561181.11,,,,,,,,,,,,,,,,,,,,,,465490.16,,,4628245.71,22858844.26,,,-56730.96,,191184.53,,,,,,1403774,,,,,,13117030.1,2472166.81,,,,,,,,,,15589196.91,1270626.62,,14318570.29,,1,14318570.29,,1,,14318570.29,,,,,,,,,,,,,,,,,,14318570.29,14318570.29,,,1,0.29,0.29,
16293,c2fcb714e82459d894bf139622235c16,430025,石晶光电,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/25,年度报告,2019/2/27,42,http://www.neeq.com.cn/disclosure/2018/2018-04-25/1524643287_535940.pdf,,89687147.48,89687147.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88555995.59,65287441.83,,,,,,,,,,,,,,,,,,,,,,1653882.51,,,2788080.96,17218169.57,,,-117817.07,,1726237.79,,,,,,,,-35811.51,,,942836.06,2038176.44,1000,,,,,,131664.5,,,,1907511.94,3078.2,,1904433.74,,1,1904433.74,,1,466011.54,1438422.2,,,,,,,,,,,,,,,,,,1904433.74,1438422.2,,466011.54,1,0.03,,
16294,c2fcb714e82459d894bf139622235c16,430025,石晶光电,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/25,年度报告,2019/2/27,42,http://www.neeq.com.cn/disclosure/2018/2018-04-25/1524643287_535940.pdf,,67250331.56,67250331.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67354960.45,51551826.72,,,,,,,,,,,,,,,,,,,,,,1323401.72,,,2880657.92,12214854.11,,,-1104694.44,,488914.42,,,,,,,,-3212.68,,,,-107841.57,543812.32,,,,,,88159.56,,,,347811.19,-499.41,,348310.6,,1,348310.6,,1,281169.47,67141.13,,,,,,,,,,,,,,,,,,348310.6,67141.13,,281169.47,1,-0.01,,
86745,c2fcb714e82459d894bf139622235c16,430025,石晶光电,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/25,年度报告,2019/2/27,44,http://www.neeq.com.cn/disclosure/2018/2018-04-25/1524643287_535940.pdf,,71628559.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52831206.22,,,,,,,,,,,,,,,,,,,,,,,1289716.05,,,2144294.25,13517892,,,189132.27,,1201990.52,,,,,,387561.46,,-29453.43,,,486136.06,1298572.56,1000,,,,,,106698.57,,,,1192873.99,-107821.79,,1300695.78,,,1300695.78,,,,,,,,,,,,,,,,,,,,,,1300695.78,,,,1,0.02,,
86746,c2fcb714e82459d894bf139622235c16,430025,石晶光电,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/25,年度报告,2019/2/27,44,http://www.neeq.com.cn/disclosure/2018/2018-04-25/1524643287_535940.pdf,,52165107.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41211703.44,,,,,,,,,,,,,,,,,,,,,,,979454.37,,,2207664.96,8795892.11,,,-381716.92,,-58830.17,,,,,,631655.64,,17286.72,,,,59882.31,293347.84,,,,,,74130,,,,279100.15,8824.53,,270275.62,,,270275.62,,,,,,,,,,,,,,,,,,,,,,270275.62,,,,1,0.01,,
132711,39bdd6bbbf175d13bac92376cf3c3505,430028,京鹏科技,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/23,年度报告,2019/2/28,43,http://www.neeq.com.cn/disclosure/2018/2018-04-23/1524473108_327306.pdf,,165116468.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138209996.9,,,,,,,,,,,,,,,,,,,,,,,760142.41,,,8470702.97,15652082.67,,,2357612.63,,6113523.04,,,,,,,,,,,1156501,-5291090.89,,,,,,,113797.39,,,,-5404888.28,-1068616,,-4336272.28,,,-4336272.28,,,,,,,,,,,,,,,,,,,,,,-4336272.28,,,,1,,,
132712,39bdd6bbbf175d13bac92376cf3c3505,430028,京鹏科技,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/23,年度报告,2019/2/28,43,http://www.neeq.com.cn/disclosure/2018/2018-04-23/1524473108_327306.pdf,,194230697.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155508972,,,,,,,,,,,,,,,,,,,,,,,2526181.47,,,9830311.87,16179151.7,,,1598388.59,,3531540.31,,,,,,,,,,,,5056151.33,3669119,,,,,,,,,,8725270.33,1135588.13,,7589682.2,,,7589682.2,,,,,,,,,,,,,,,,,,,,,,7589682.2,,,,1,,,
52675,39bdd6bbbf175d13bac92376cf3c3505,430028,京鹏科技,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/23,年度报告,2019/2/27,42,http://www.neeq.com.cn/disclosure/2018/2018-04-23/1524473108_327306.pdf,,192287611.9,192287611.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203232282.7,154182815.8,,,,,,,,,,,,,,,,,,,,,,999585.28,,,9866707.56,22592383.24,,,2373114.92,,13217675.84,,,,,,73151.28,,,,,1230270.49,-9641249.02,4327.49,,,,,,119009.71,,,,-9755931.24,-825520.03,,-8930411.21,,1,-8930411.21,,1,-1047875.17,-7882536.04,,,,,,,,,,,,,,,,,,-8930411.21,-7882536.04,,-1047875.17,1,-0.13,-0.13,
52676,39bdd6bbbf175d13bac92376cf3c3505,430028,京鹏科技,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/23,年度报告,2019/2/27,42,http://www.neeq.com.cn/disclosure/2018/2018-04-23/1524473108_327306.pdf,,229905096.3,229905096.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221178695.1,178378371.4,,,,,,,,,,,,,,,,,,,,,,2754404.05,,,11456894.15,23307029.19,,,1396340.83,,3885655.43,,,,,,,,,,,,8726401.22,3669119,,,,,,400,,,,12395120.22,1436557.81,,10958562.41,,1,10958562.41,,1,24420.37,10934142.04,,,,,,,,,,,,,,,,,,10958562.41,10934142.04,,24420.37,1,0.19,0.19,
48669,48c2ca7bfe9458d5b56a27c954032004,430029,金泰得,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/3/20,年度报告,2019/2/27,40,http://www.neeq.com.cn/disclosure/2018/2018-03-20/1521539326_691241.pdf,,62270127.56,62270127.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65835541.76,58874059.12,,,,,,,,,,,,,,,,,,,,,,181385.92,,,1842647.5,4432840.62,,,8409.1,,496199.5,,,,,60,,,,,,299074,-3266280.2,973994.93,,,,,,2000,,,,-2294285.27,-124034.88,,-2170250.39,,1,-2170250.39,,1,,-2170250.39,,,,,,,,,,,,,,,,,,-2170250.39,-2170250.39,,,1,-0.06,-0.06,
48670,48c2ca7bfe9458d5b56a27c954032004,430029,金泰得,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/3/20,年度报告,2019/2/27,40,http://www.neeq.com.cn/disclosure/2018/2018-03-20/1521539326_691241.pdf,,51329738.54,51329738.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55809724.4,47335681.52,,,,,,,,,,,,,,,,,,,,,,130391.37,,,3405485.34,5045371.1,,,-8013.23,,-99191.7,,,,,,,,,,,,-4479985.86,268214.62,,,,,,4239803.32,,,,-8451574.56,99008.16,,-8550582.72,,1,-8550582.72,,1,,-8550582.72,,,,,,,,,,,,,,,,,,-8550582.72,-8550582.72,,,1,-0.24,-0.24,
127681,48c2ca7bfe9458d5b56a27c954032004,430029,金泰得,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/3/20,年度报告,2019/2/28,42,http://www.neeq.com.cn/disclosure/2018/2018-03-20/1521539326_691241.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,79591.77,3286708.91,,,2074.54,,494969.5,,,,,60,,,,,,299074,-3564235.72,973994.93,,,,,,,,,,-2590240.79,-123727.38,,-2466513.41,,,-2466513.41,,,,,,,,,,,,,,,,,,,,,,-2466513.41,,,,1,,,
127682,48c2ca7bfe9458d5b56a27c954032004,430029,金泰得,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/3/20,年度报告,2019/2/28,42,http://www.neeq.com.cn/disclosure/2018/2018-03-20/1521539326_691241.pdf,,1264513.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188496.98,,,,,,,,,,,,,,,,,,,,,,,,,,580893.45,3886010,,,-15675.49,,-144428.5,,,,,,,,,,,,-4230783.16,252214.62,,,,,,64225.15,,,,-4042793.69,36107.13,,-4078900.82,,,-4078900.82,,,,,,,,,,,,,,,,,,,,,,-4078900.82,,,,1,,,
44577,581b8b3552bd5285a97592a750c0eb5d,430031,林克曼,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/13,年度报告,2019/2/27,33,http://www.neeq.com.cn/disclosure/2018/2018-04-13/1523618485_344958.pdf,,12370941.01,12370941.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9116546.02,5336129.88,,,,,,,,,,,,,,,,,,,,,,162976.56,,,538090.16,3151713.17,,,-219744.87,,147381.12,,,,,,286027.4,,-2227,,,,3538195.39,971271.16,,,,,,51334.02,,,,4458132.53,456879.86,,4001252.67,,1,,,1,,4001252.67,,,,,,,,,,,,,,,,,,4001252.67,,,,1,0.2,0.2,
44578,581b8b3552bd5285a97592a750c0eb5d,430031,林克曼,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/13,年度报告,2019/2/27,33,http://www.neeq.com.cn/disclosure/2018/2018-04-13/1523618485_344958.pdf,,10375871.73,10375871.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7551450.85,3636104.72,,,,,,,,,,,,,,,,,,,,,,128692.85,,,515280.73,3396574.45,,,-257969.87,,132767.97,,,,,,474684.93,,,,,,3299105.81,887514.56,,,,,,,,,,4186620.37,472001.24,,3714619.13,,1,,,1,,3714619.13,,,,,,,,,,,,,,,,,,3714619.13,,,,1,0.19,0.19,
