CODE,NAME,CLASS_1,TYPE_1,CLASS_2,TYPE_2,CLASS_3,TYPE_3
430390,中一检测,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430391,大禹电气,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
430392,旌旗电子,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造
430393,苏大明世,C,制造业,39,计算机、通信和其他电子设备制造业,396,电子器件制造
430394,中科网络,C,制造业,34,通用设备制造业,342,金属加工机械制造
430395,万特电气,C,制造业,26,化学原料和化学制品制造业,264,涂料、油墨、颜料及类似产品制造
430396,斯派克,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
430397,三景科技,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
430398,伯朗特,I,信息传输、软件和信息技术服务业,63,电信、广播电视和卫星传输服务,632,广播电视传输服务
430401,奥盖克,C,制造业,39,计算机、通信和其他电子设备制造业,393,广播电视设备制造
430403,亿汇达,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430405,金帆股份,N,水利、环境和公共设施管理业,77,生态保护和环境治理业,772,环境治理业
430406,励图科技,C,制造业,38,电气机械和器材制造业,383,电线、电缆、光缆及电工器材制造
430407,声威电声,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430408,英思科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430409,星火环境,C,制造业,34,通用设备制造业,346,烘炉、风机、衡器、包装等设备制造
430410,奥美格,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
430411,长合信息,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,653,信息技术咨询服务
430412,帝信科技,E,建筑业,50,建筑装饰和其他建筑业,509,其他未列明建筑业
430413,天泉鑫膜,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
430414,微纳颗粒,C,制造业,34,通用设备制造业,342,金属加工机械制造
430415,中电方大,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
430416,晓沃环保,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430418,沄辉科技,C,制造业,34,通用设备制造业,345,轴承、齿轮和传动部件制造
430420,三光科技,M,科学研究和技术服务业,74,专业技术服务业,748,工程技术
430421,长天科技,C,制造业,34,通用设备制造业,341,锅炉及原动设备制造
430422,地林伟业,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
430423,苏轴股份,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
430424,易城股份,D,电力、热力、燃气及水生产和供应业,46,水的生产和供应业,462,污水处理及其再生利用
430425,华之邦,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
430426,永继电气,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430427,宁变科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430428,联合创业,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造
430429,乐创技术,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造
430430,长城软件,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
430432,飞田通信,C,制造业,38,电气机械和器材制造业,384,电池制造
430433,陕西瑞科,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子元件制造
430434,星业科技,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
430435,普滤得,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430437,方林科技,M,科学研究和技术服务业,74,专业技术服务业,745,质检技术服务
430438,中瑞电子,C,制造业,33,金属制品业,336,金属表面处理及热处理加工
430439,万泉河,C,制造业,25,石油加工、炼焦和核燃料加工业,251,精炼石油产品制造
430440,数聚股份,C,制造业,30,非金属矿物制品业,302,石膏、水泥制品及类似制品制造
430441,食安科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430442,星弧涂层,C,制造业,38,电气机械和器材制造业,383,电线、电缆、光缆及电工器材制造
430443,亚杜股份,C,制造业,23,印刷和记录媒介复制业,231,印刷
430446,松本绿色,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造
430447,英极股份,C,制造业,38,电气机械和器材制造业,383,电线、电缆、光缆及电工器材制造
430448,华昊电器,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430449,将至发展,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430450,三灵科技,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
430451,广信科技,L,租赁和商务服务业,72,商务服务业,723,咨询与调查
430452,和航科技,I,信息传输、软件和信息技术服务业,63,电信、广播电视和卫星传输服务,631,电信
430453,蓝泰源,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430454,ST正佰,C,制造业,42,废弃资源综合利用业,422,非金属废料和碎屑加工处理
430455,万人调查,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430457,汇龙科技,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,641,互联网接入及相关服务
430458,恒锐科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430459,百大能源,E,建筑业,48,土木工程建筑业,489,其他土木工程建筑
430460,德联科技,C,制造业,26,化学原料和化学制品制造业,264,涂料、油墨、颜料及类似产品制造
430461,三网科技,C,制造业,39,计算机、通信和其他电子设备制造业,396,电子器件制造
430462,陆海科技,C,制造业,42,废弃资源综合利用业,422,非金属废料和碎屑加工处理
430463,华艺园林,A,农、林、牧、渔业,3,畜牧业,32,家禽饲养
430464,太湖股份,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430465,奥视威,E,建筑业,48,土木工程建筑业,482,水利和内河港口工程建筑
430466,树业环保,B,采矿业,11,开采辅助活动,112,石油和天然气开采辅助活动
430467,春茂股份,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430468,方迪科技,A,农、林、牧、渔业,1,农业,13,棉、麻、糖、烟草种植
430470,东方科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430471,华油股份,C,制造业,40,仪器仪表制造业,402,专用仪器仪表制造
430472,深圳行健,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430473,锦棉种业,C,制造业,39,计算机、通信和其他电子设备制造业,396,电子器件制造
430474,哲达科技,C,制造业,38,电气机械和器材制造业,387,照明器具制造
430475,豪威尔,M,科学研究和技术服务业,74,专业技术服务业,748,工程技术
430476,安泰得,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
430477,网动股份,C,制造业,34,通用设备制造业,344,泵、阀门、压缩机及类似机械制造
430478,恒裕灯饰,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造
430479,陆道文创,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造
430480,海能仪器,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430481,盛力科技,C,制造业,21,家具制造业,213,金属家具制造
430482,峆一药业,C,制造业,32,有色金属冶炼和压延加工业,324,有色金属合金制造
430483,网阔信息,C,制造业,20,木材加工和木、竹、藤、棕、草制品业,203,木制品制造
430484,辰维科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,659,其他信息技术服务业
430485,吉瑞祥,C,制造业,30,非金属矿物制品业,302,石膏、水泥制品及类似制品制造
430486,河源富马,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430487,森鹰窗业,C,制造业,39,计算机、通信和其他电子设备制造业,395,视听设备制造
430488,求实智能,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430489,旭建新材,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造
430490,普金科技,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造
430491,佳信捷,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
430492,东创科技,C,制造业,14,食品制造业,149,其他食品制造
430493,佳先股份,C,制造业,30,非金属矿物制品业,309,石墨及其他非金属矿物制品制造
430494,旭龙物联,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430495,蓝斯股份,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430496,老来寿,C,制造业,35,专用设备制造业,358,医疗仪器设备及器械制造
430497,新成新材,C,制造业,33,金属制品业,332,金属工具制造
430498,华博胜讯,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,641,互联网接入及相关服务
430499,奥远电子,C,制造业,35,专用设备制造业,353,食品、饮料、烟草及饲料生产专用设备制造
430500,大正医疗,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430501,威硬工具,C,制造业,28,化学纤维制造业,282,合成纤维制造
430502,嘉网股份,C,制造业,38,电气机械和器材制造业,381,电机制造
430503,中科股份,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子元件制造
